,0
1332,AVCRF
1333,AVCT
1334,AVD
1335,AVDL
1336,AVE.AX
1337,AVES.DE
1338,AVG.AX
1339,AVG.L
1340,AVGO
1341,AVGOP
1342,AVGR
1343,AVH.AX
1344,AVHHL
1345,AVHOQ
1346,AVID
1347,AVIR
1348,AVJ.AX
1349,AVL.AX
1350,AVLNF
1351,AVLR
1352,AVL.TO
1353,AVN.AX
1354,AVNS
1355,AVNT
1356,AVNW
1357,AVO
1358,AVO.L
1359,AVON.L
1360,AVP.TO
1361,AVR.AX
1362,AVRO
1363,AVST.L
1364,AVT
1365,AVTNPL.NS
1366,AVT.PA
1367,AVTR
1368,AVTR-PA
1369,AVTX.AS
1370,AVV.L
1371,AVW.AX
1372,AVY
1373,AVYA
1374,AVZ.AX
1375,AWC.AX
1376,AWC.DE
1377,AWDR.OL
1378,AWH
1379,AWI
1380,AWK
1381,AWM.DE
1382,AWN.AX
1383,AWR
1384,AWRE
1385,AWV.AX
1386,AWX
1387,AX
1388,AX1.AX
1389,AX8.AX
1390,AXA.DE
1391,AXAS
1392,AXDX
1393,AXE.AX
1394,AXGN
1395,AXI.AX
1396,AXIM
1397,AXISBANK.NS
1398,AXISCADES.NS
1399,AXJ.DE
1400,AXL
1401,AXLA
1402,AXNX
1403,AXP
1404,AXP.DE
1405,AXR
1406,AXS
1407,AXS.AS
1408,AXS.L
1409,AXSM
1410,AXS-PE
1411,AXTA
1412,AXTI
1413,AXU
1414,AXU.TO
1415,AXW.PA
1416,AY
1417,AYI
1418,AYI.AX
1419,AYLA
1420,AYM.AX
1421,AYM.L
1422,AYMSYNTEX.NS
1423,AYM.TO
1424,AYRO
1425,AYS.AX
1426,AYTU
1427,AYX
1428,AZ2.DE
1429,AZEK
1430,AZI.AX
1431,AZJ.AX
1432,AZN
1433,AZN.L
1434,AZO
1435,AZPN
1436,AZRE
1437,AZRX
1438,AZS.AX
1439,AZT.OL
1440,AZUL
1441,AZY.AX
1442,AZYO
1443,AZZ
1444,AZZ.TO
1445,B
1446,B2H.OL
1447,B4B3.DE
1448,B4B.DE
1449,B4B.SW
1450,B5A.DE
1451,B5A.SW
1452,B7E.DE
1453,B7J.DE
1454,B8A.DE
1455,B8F.DE
1456,BA
1457,BABA
1458,BABA.SW
1459,BABB
1460,BAB.L
1461,BAC
1462,BAC.DE
1463,BAC-PA
1464,BAC-PP
1465,BAD.TO
1466,BAER.SW
1467,BAFNAPH.NS
1468,BAGFILMS.NS
1469,BAG.L
1470,BAH
1471,BAIN.PA
1472,BAJAJCON.NS
1473,BAJAJELEC.NS
1474,BAJAJFINSV.NS
1475,BAJAJHIND.NS
1476,BAJAJHLDNG.NS
1477,BAJFINANCE.NS
1478,BAK
1479,BAKKA.OL
1480,BAKK.L
1481,BA.L
1482,BALAJITELE.NS
1483,BALAMINES.NS
1484,BALAXI.NS
1485,BALKRISHNA.NS
1486,BALKRISIND.NS
1487,BALLARPUR.NS
1488,BALMLAWRIE.NS
1489,BALN.SW
1490,BALPHARMA.NS
1491,BALRAMCHIN.NS
1492,BALTA.BR
1493,BALT.OL
1494,BALYO.PA
1495,BAM
1496,BAM-A.TO
1497,BAMNB.AS
1498,BANARBEADS.NS
1499,BANARISUG.NS
1500,BANB.SW
1501,BANC
1502,BANCOINDIA.NS
1503,BAND
1504,BANDHANBNK.NS
1505,BANE.ME
1506,BANF
1507,BANG.NS
1508,BANKBARODA.NS
1509,BANKINDIA.NS
1510,BANM
1511,BANR
1512,BANSWRAS.NS
1513,BANT
1514,BAOS
1515,BAP
1516,BAP.AX
1517,BAR.AX
1518,BAR.BR
1519,BARC.L
1520,BARC.SW
1521,BAR.L
1522,BARN.SW
1523,BARTRONICS.NS
1524,BASA
1525,BAS.DE
1526,BASF.NS
1527,BASI
1528,BASML.NS
1529,BASS.PA
1530,BAS.SW
1531,BASX
1532,BATAINDIA.NS
1533,BAT.AX
