,0
4087,CREG
4088,CREI.L
4089,CREO.L
4090,CREST.NS
4091,CRESY
4092,CREX
4093,CRGC
4094,CRG.IR
4095,CRGS
4096,CRH
4097,CRHC
4098,CRH.L
4099,CRHM
4100,CRH.TO
4101,CRI
4102,CRIN.DE
4103,CRI.PA
4104,CRIS
4105,CRISIL.NS
4106,CRK
4107,CRKN
4108,CRL
4109,CRLA.PA
4110,CRL.AX
4111,CRLBF
4112,CRL.L
4113,CRLO.PA
4114,CRM
4115,CRM.AX
4116,CRMD
4117,CRMT
4118,CRMZ
4119,CRN
4120,CRN.AX
4121,CRNC
4122,CRN.L
4123,CRNT
4124,CRNX
4125,CRO.AX
4126,CROMPTON.NS
4127,CRON
4128,CRON.TO
4129,CROS.PA
4130,CROX
4131,CRPR.L
4132,CRP.TO
4133,CRR
4134,CRRTQ
4135,CRRX.TO
4136,CRS
4137,CRSA
4138,CRSAU
4139,CRSAW
4140,CRS.AX
4141,CRS.L
4142,CRSP
4143,CRSR
4144,CRST.L
4145,CRSU.PA
4146,CRT
4147,CRTDW
4148,CRTG
4149,CRTN
4150,CRTO
4151,CR.TO
4152,CRTO.PA
4153,CRTX
4154,CRU.L
4155,CRUS
4156,CRVL
4157,CRV.L
4158,CRVP
4159,CRVS
4160,CRVW
4161,CRWD
4162,CRWE
4163,CRW.L
4164,CRWN
4165,CRWN.L
4166,CRWN.TO
4167,CRWS
4168,CRY
4169,CRYO
4170,CRZK.DE
4171,CRZO
4172,CS
4173,CSA
4174,CSAM.OL
4175,CSBB
4176,CSBBANK.NS
4177,CSBK
4178,CSBR
4179,CSBRE
4180,CSC
4181,CSCD
4182,CSC.DE
4183,CSCO
4184,CSD.AX
4185,CSE.AX
4186,CSFL
4187,CSGN
4188,CSGN.SW
4189,CSGP
4190,CSGS
4191,CSH
4192,CSH.DE
4193,CSH.L
4194,CSII
4195,CSIQ
4196,CSL
4197,CSL.AX
4198,CSLT
4199,CSM.TO
4200,CSN.L
4201,CSOD
4202,CSOFE
4203,CS.PA
4204,CSPI
4205,CSPIE
4206,CSP.L
4207,CSPR
4208,CSQ.DE
4209,CSRA
4210,CSR.AX
4211,CSR-PC
4212,CSS
4213,CSS.AX
4214,CSSE
4215,CSSEN
4216,CSSEP
4217,CSSG.L
4218,CST
4219,CST.AX
4220,CSTE
4221,CSTL
4222,CSTM
4223,CS.TO
4224,CSTR
4225,CSU
4226,CSUI
4227,CSU.TO
4228,CSV
4229,CSWC
4230,CSWCL
4231,CSWCV
4232,CSWI
4233,CSX
4234,CT1.AX
4235,CTAC
4236,CTAC.AS
4237,CTACU
4238,CTAC-UN
4239,CTAM
4240,CTA-PB
4241,CTAPRB
4242,CTAQU
4243,CTAS
4244,CTB
4245,CTBB
4246,CTBI
4247,CTCM
4248,CTCT
4249,CTC.TO
4250,CTD.AX
4251,CTDH
4252,CTEA.L
4253,CTE.AX
4254,CTEC.L
4255,CTEK
4256,CTE.NS
4257,CTG
4258,CTG.L
4259,CTGO
4260,CTH.L
4261,CTHR
4262,CTIB
4263,CTIC
4264,CTICD
4265,CTI.L
4266,CTK
4267,CTL
4268,CTLT
4269,CTM.AX
4270,CTMX
4271,CTNA.L
4272,CTO
4273,CTO.AX
4274,CTO.DE
4275,CTO.L
4276,CTP2.DE
4277,CTP.AX
4278,CTQ
4279,CTRA
4280,CTRC
4281,CTRE
4282,CTRG.PA
4283,CTRL
4284,CTRM
4285,CTRN
4286,CTS
4287,CTSH
4288,CTSO
4289,CTT
4290,CTT+++++++++++
4291,CTT.LS
4292,CTU
4293,CTV
4294,CTVA
4295,CTW
4296,CTWS
4297,CTX.DE
4298,CTXR
4299,CTXRW
4300,CTXS
4301,CTXSV
4302,CTX.TO
4303,CTY
4304,CTY.L
4305,CUB
4306,CUBE
4307,CUBEXTUB.NS
4308,CUBI
4309,CUBI-PE
4310,CUBI-PF
4311,CUB.NS
4312,CUBS
4313,CUDA
4314,CUE
4315,CUE.AX
4316,CUEN
4317,CUI
4318,CUII
4319,CUK
4320,CUL.AX
4321,CULP
4322,CUMMINSIND.NS
4323,CUNB
4324,CUO
4325,CUP.AX
4326,CUPID.NS
4327,CURIW
4328,CURK.DE
4329,CURLF
4330,CURO
4331,CURR
4332,CU.TO
4333,CUTR
4334,CUV.AX
4335,CUZ
4336,CV1.AX
4337,CVA
4338,CVAC
4339,CVA.DE
4340,CVAT
4341,CVBF
4342,CVC
4343,CVC.AX
4344,CVCO
4345,CVCY
4346,CVE
4347,CVEO
4348,CVET
4349,CVE.TO
4350,CVF.AX
4351,CVG
4352,CVGI
4353,CVG.TO
4354,CVGW
4355,CVI
4356,CVIA
4357,CVIAQ
4358,CVLB
4359,CVLBD
4360,CVLG
4361,CVLT
4362,CVLY
4363,CVM
4364,CVMCA
4365,CVNA
4366,CVN.AX
4367,CVR
4368,CVRR
4369,CVS
4370,CVS.DE
4371,CVSG.L
4372,CVSI
4373,CVTI
4374,CVTV
4375,CVU
4376,CVV
4377,CVV.AX
4378,CVW.AX
4379,CVX
4380,CVX.V
4381,CW
4382,CWAY
4383,CWBC
4384,CWBR
4385,CWB.TO
4386,CWC.DE
4387,CWCO
4388,CWC.SW
4389,CWD.L
4390,CWEB.TO
4391,CWEI
4392,CWEN
4393,CWENA
4394,CWEN-A
4395,CWGL
4396,CWH
4397,CWK
4398,CWK.L
4399,CWL.AX
4400,CWL.TO
4401,CWN.AX
4402,CWP.AX
4403,CWRK
4404,CWR.L
4405,CWST
4406,CWT
4407,CWX.AX
4408,CWX.TO
4409,CWY.AX
4410,CWZ.AX
4411,CX
4412,CXB.TO
4413,CXDC
4414,CXDO
4415,CXE
4416,CXI.TO
4417,CXKJ
4418,CXL.AX
4419,CXM.AX
4420,CXO
4421,CXO.AX
4422,CXP
4423,CXU.AX
4424,CXU.DE
4425,CXW
4426,CXX.AX
4427,CXXIF
4428,CXZ.AX
4429,CY
4430,CY5.AX
4431,CYAD
4432,CYAD.BR
4433,CYAN
4434,CYAND
4435,CYAN.L
4436,CYAP
4437,CYBE
4438,CYBERTECH.NS
4439,CYBR
4440,CYB.TO
4441,CYC.AX
4442,CYCC
4443,CYCCP
4444,CYCN
4445,CYD
4446,CYDY
4447,CYG.AX
4448,CYH
4449,CYHHZ
4450,CYIENT.NS
4451,CYL.AX
4452,CYM.AX
4453,CYN.L
4454,CYNO
4455,CYOU
4456,CYP.AX
4457,CYQ.AX
4458,CYR.DE
4459,CYRN
4460,CYRX
4461,CYRXW
4462,CYS
4463,CYS.L
4464,CYTK
4465,CYTR
4466,CYVIZ.OL
4467,CZFC
4468,CZFS
4469,CZI.AX
4470,CZL.AX
4471,CZN.AX
4472,CZNC
4473,CZNI
4474,CZN.L
4475,CZR
4476,CZR.AX
4477,CZWI
4478,CZZ
4479,D
4480,D13.AX
4481,D2O.AX
4482,D4T4.L
4483,D6H.DE
4484,DAAWAT.NS
4485,DABUR.NS
4486,DAC
4487,DADA
4488,DAE.SW
4489,DAF.AX
4490,DAI.DE
4491,DAIO
4492,DAKT
4493,DAL
4494,DALBHARAT.NS
4495,DAL.L
4496,DALMIASUG.NS
4497,DAM.DE
4498,DAMODARIND.NS
4499,DAN
4500,DAO
4501,DAP.DE
4502,DAR
4503,DAR.DE
4504,DARE
4505,DASB.ME
4506,DASH
4507,DATA
4508,DATA.L
4509,DATAMATICS.NS
4510,DAU.AX
4511,DAVA
4512,DAV.AX
4513,DB
4514,DB1.DE
4515,DB1.SW
4516,DBA
4517,DBAN.DE
4518,DBB
4519,DBC
4520,DBCORP.NS
4521,DBCP
4522,DBD
4523,DBD.DE
4524,DBDRW
4525,DBE
4526,DBF.AX
4527,DBG.PA
4528,DBI
4529,DBK.DE
4530,DBK.SW
4531,DBL.NS
4532,DBMM
4533,DBO
4534,DBO.TO
4535,DBOX.L
4536,DBP
4537,DBREALTY.NS
4538,DBRM
4539,DBS
4540,DBSTOCKBRO.NS
4541,DBTX
4542,DBV
4543,DBV.PA
4544,DBVT
4545,DBX
4546,DC6.DE
4547,DCAL.NS
4548,DCAR
4549,DCBBANK.NS
4550,DCBO
4551,DCBO.TO
4552,DCC.AX
4553,DCC.L
4554,DCD.L
4555,DCG.AX
4556,DCI
4557,DCI.L
4558,DCIX
4559,DC.L
4560,DCL.AX
4561,DCLT
4562,DCMFINSERV.NS
4563,DCM.NS
4564,DCMNVL.NS
4565,DCMSHRIRAM.NS
4566,DCM.TO
4567,DCN.AX
4568,DCN.SW
4569,DCO
4570,DCO.DE
4571,DCOM
4572,DCOMP
4573,DCP
4574,DCPH
4575,DCP-PB
4576,DCP-PC
4577,DCRBU
4578,DCRBW
4579,DCT
4580,DCTA.L
4581,DCTH
4582,DCUA
4583,DCUB
4584,DCUC
4585,DCW.NS
4586,DCX.AX
4587,DD
4588,DD7E.IR
4589,DDD
4590,DDD.AX
4591,DDDD.L
4592,DDE
4593,DDI
4594,DDMX
4595,DDMXW
4596,DDOG
4597,DDR.AX
4598,DDS
4599,DDT
4600,DDT.AX
4601,DDV1.L
4602,DE
4603,DEA
4604,DEACU
4605,DECB.BR
4606,DECCANCE.NS
4607,DECK
4608,DEC.PA
4609,DEDAL.PA
4610,DEEPAKFERT.NS
4611,DEEPAKNTR.NS
4612,DEEPIND.NS
4613,DEF.DE
4614,DEG.AX
4615,DEH-WT
4616,DEI
4617,DEL
4618,DELL
4619,DELTACORP.NS
4620,DELTAMAGNT.NS
4621,DELT.L
4622,DEM.AX
4623,DEMG.L
4624,DENN
4625,DEN.NS
4626,DENORA.NS
4627,DENR
4628,DEO
4629,DEQ.DE
4630,DERM
4631,DESN.SW
4632,DESP
4633,DEST
4634,DEST.L
4635,DEV.AX
4636,DEVC.L
4637,DEV.L
4638,DEX.DE
4639,DEZ.DE
4640,DF
4641,DFBH
4642,DFCH.L
4643,DFCO
4644,DFCOE
4645,DFFN
4646,DFH
4647,DFHT
4648,DFHTU
4649,DFIN
4650,DFMFOODS.NS
4651,DFNS
4652,DFNS+
4653,DFNSU
4654,DFNS-UN
4655,DFN.TO
4656,DFODQ
4657,DFP
4658,DFPH
4659,DFPHU
4660,DFRG
4661,DFS
4662,DFS.L
4663,DFT
4664,DFTK.DE
4665,DFV.DE
4666,DG
4667,DGAS
4668,DGB.AS
4669,DGCONTENT.NS
4670,DGDM
4671,DGE.L
4672,DGE.PA
4673,DGH.AX
4674,DGI
4675,DGICA
4676,DGICB
4677,DGII
4678,DGL
4679,DGLY
4680,DGM.PA
4681,DGN.L
4682,DGNR
4683,DGO.AX
4684,DGOC.L
4685,DG.PA
4686,DGR.AX
4687,DGR.DE
4688,DGSE
4689,DGWR
4690,DGX
4691,DHAMPURSUG.NS
4692,DHANBANK.NS
4693,DHANUKA.NS
4694,DHARSUGAR.NS
4695,DHC
4696,DHCNL
4697,DHER.DE
4698,DHFL.NS
4699,DHG.AX
4700,DHG.IR
4701,DHI
4702,DHIL
4703,DHR
4704,DHR.AX
4705,DHRM
4706,DHR-PB
4707,DHT
4708,DHUNINV.NS
4709,DHX
4710,DHY
4711,DIA.L
4712,DIAMONDYD.NS
4713,DIAM.TO
4714,DIAPOWER.NS
4715,DIAX
4716,DIC.DE
4717,DICIND.NS
4718,DIE.BR
4719,DIE.DE
4720,DIGAF
4721,DIGISPICE.NS
4722,DIGJAMLTD.NS
4723,DIG.L
4724,DIGP
4725,DIG.PA
4726,DIGS.L
4727,DIM.PA
4728,DIN
4729,DIOD
4730,DIOD.ME
4731,DIS
4732,DISCA
4733,DISCB
4734,DISCK
4735,DIS.DE
4736,DISH
4737,DISH.L
4738,DISHR
4739,DISHTV.NS
4740,DIS.L
4741,DIT
4742,DIVI.L
4743,DIVISLAB.NS
4744,DIV.TO
4745,DIXON.NS
4746,DJCO
4747,DJW.AX
4748,DK
4749,DKE.L
4750,DKG.DE
4751,DKL
4752,DKL.L
4753,DKM.AX
4754,DKMR
4755,DKNG
4756,DKNGW
4757,DKNGZ
4758,DKS
4759,DKSH.SW
4760,DL
4761,DLA
4762,DLAR.L
4763,DLB
4764,DLC.AX
4765,DLCR
4766,DLE.IR
4767,DLF.NS
4768,DLG.DE
4769,DLG.L
4770,DLHC
4771,DLINKINDIA.NS
4772,DLNG
4773,DLNG-PB
4774,DLN.L
4775,DLOC
4776,DLPH
4777,DLPN
4778,DLR
4779,DLRCP
4780,DLR-PL
4781,DLTA.PA
4782,DLTH
4783,DLTI
4784,DLT.PA
4785,DLTR
4786,DLX
4787,DLX.DE
4788,DLYT
4789,DM
4790,DMAC
4791,DMART.NS
4792,DMB
4793,DME.AX
4794,DMF
4795,DMGT.L
4796,DMLP
4797,DML.TO
4798,DMND
4799,DMP.AX
4800,DMP.DE
4801,DMPI
4802,DMRC
4803,DMRE.DE
4804,DMS
4805,DMS+
4806,DMS-WT
4807,DMTK
4808,DMTKW
4809,DMTR.L
4810,DMTX
4811,DMYD-UN
4812,DMYI-UN
4813,DMYT
4814,DMYT+
4815,DMYT-UN
4816,DNA2.L
4817,DNA3.L
4818,DNA.AX
4819,DNA.L
4820,DNAMEDIA.NS
4821,DNB
4822,DNBF
4823,DNB.OL
4824,DND.TO
4825,DNE.L
4826,DNG.TO
4827,DNJR
4828,DNK
4829,DNK.AX
4830,DNK.L
4831,DNKN
4832,DNLI
4833,DNL.L
4834,DNLM.L
4835,DNN
4836,DNO.OL
4837,DNOW
4838,DNP
4839,DNR
4840,DNRCQ
4841,DNRWW
4842,DN.TO
4843,DNT.TO
4844,DO
4845,DOC
4846,DOCU
4847,DOC.V
4848,DODS.L
4849,DOF.OL
4850,DOFSQ
4851,DOGZ
4852,DOKA.SW
4853,DOLAT.NS
4854,DOLLAR.NS
4855,DOL.TO
4856,DOM.L
4857,DOMO
4858,DONEAR.NS
4859,DOOO
4860,DOOR
4861,DOO.TO
4862,DORM
4863,DOTD.L
4864,DOV
4865,DOVA
4866,DOW
4867,DOW.AX
4868,DOX
4869,DOY.IR
4870,DOYU
4871,DP2G.L
4872,DP2K.L
4873,DP4B.DE
4874,DPA.AS
4875,DPA.L
4876,DPAM.PA
4877,DPDW
4878,DPDWD
4879,DPEU.L
4880,DPG
4881,DPHC
4882,DPHCU
4883,DPHCW
4884,DPH.L
4885,DPL
4886,DPLM.L
4887,DPLO
4888,DPLS
4889,DPM.TO
4890,DPP.L
4891,DPSCLTD.NS
4892,DPT.PA
4893,DPW
4894,DPW.DE
4895,DPW.SW
4896,DPWW
4897,DPZ
4898,DQ
4899,DQ5.IR
4900,DQ7A.IR
4901,DQE.NS
4902,DQW1.DE
4903,DQWS
4904,DR0.DE
4905,DRAD
4906,DRADP
4907,DRD
4908,DRE
4909,DREAP
4910,DRE.AX
4911,DREDGECORP.NS
4912,DREM
4913,DRH
4914,DRH-PA
4915,DRI
4916,DRI.DE
4917,DRII
4918,DRIO
4919,DRIP.L
4920,DRIV
4921,DRJ.DE
4922,DRM.TO
4923,DRNA
4924,DRO.AX
4925,DRQ
4926,DRREDDY.NS
4927,DRRX
4928,DR.TO
4929,DRTT
4930,DRT.TO
4931,DRUA
4932,DRVD
4933,DRV.L
4934,DRW3.DE
4935,DRW8.DE
4936,DRX.AX
4937,DRX.L
4938,DRX.TO
4939,DS
4940,DSAC
4941,DSCI
4942,DSCV.L
4943,DSE
4944,DSE.AX
4945,DSG.L
4946,DSGT
4947,DSG.TO
4948,DSGX
4949,DSKE
4950,DSKX
4951,DSKY.ME
4952,DSL
4953,DSM
4954,DSM.AS
4955,DSM.L
4956,DSNY
4957,DSOX
4958,DSP
4959,DSPG
4960,DSS
4961,DSSI
4962,DSSL.NS
4963,DST
4964,DSWL
4965,DSX
4966,DSY.PA
4967,DT
4968,DT3.DE
4969,DTC.AX
4970,DTD2.DE
4971,DTE
4972,DTEA
4973,DTE.DE
4974,DTGI
4975,DTG.L
4976,DTI.AX
4977,DTII
4978,DTIL
4979,DTIL.NS
4980,DTLA-P
4981,DTL.AX
4982,DTLK
4983,DTM.AX
4984,DTP
4985,DTQ
4986,DTR.AX
4987,DTRC
4988,DTRM
4989,DTS.AX
4990,DTSI
4991,DTSS
4992,DTST
4993,DTV
4994,DTVL.L
4995,DTY
4996,DTY.L
4997,DTZ
4998,DTZ.AX
4999,DUB.AX
5000,DUCON.NS
5001,DUE.DE
5002,DUFN.SW
5003,DUI.AX
5004,DUK
5005,DUKB
5006,DUKE.L
5007,DUKH
5008,DUK-PA
5009,DUL.DE
5010,DUNE
5011,DUO
5012,DUOT
5013,DUSA
5014,DUUO
5015,DVA
5016,DVAX
5017,DVCR
5018,DVD
5019,DVEC.ME
5020,DVL.AX
5021,DVL.NS
5022,DVLP
5023,DVN
5024,DVN.AX
5025,DVO.L
5026,DVT.PA
5027,DVY
5028,DW8.AX
5029,DWA
5030,DWAQ
5031,DWARKESH.NS
5032,DWCH
5033,DWD.DE
5034,DWF.L
5035,DWHT.L
5036,DWNI.DE
5037,DWRE
5038,DWS.AX
5039,DWS.DE
5040,DWSN
5041,DX
5042,DXB.AX
5043,DXC
5044,DXCM
5045,DXF
5046,DXI.TO
5047,DX.L
5048,DXLG
5049,DXN.AX
5050,DXPA
5051,DX-PC
5052,DXPE
5053,DXR
5054,DXRX.L
5055,DXS.AX
5056,DXYN
5057,DY
5058,DY2.DE
5059,DYAI
5060,DYA.TO
5061,DYAX
5062,DYH.DE
5063,DYL.AX
5064,DYN
5065,DYNAMATECH.NS
5066,DYNPRO.NS
5067,DYNR
5068,DYNT
5069,DYSL
5070,DZRD.ME
5071,DZSI
5072,E
5073,E25.AX
5074,E2E.AX
5075,E2F.DE
5076,E2M.AX
5077,E3X1.DE
5078,E4C.DE
5079,E8X.DE
5080,EA
5081,EAA
5082,EAAS.L
5083,EAB
5084,EACO
5085,EACOD
5086,EACQ
5087,EACQU
5088,EACQW
5089,EAD
5090,EAF
5091,EAH.L
5092,EAI
5093,EAR
5094,EARN
5095,EARS
5096,EAS2P.AS
5097,EAS.AX
5098,EAST
5099,EASTSILK.NS
5100,EASUNREYRL.NS
5101,EAT
5102,EAT.L
5103,EAWD
5104,EAX.AX
5105,EB
5106,EBA.DE
5107,EBAY
5108,EBAYL
5109,EBAY.SW
5110,EBC
5111,EBE.DE
5112,EBF
5113,EBG.AX
5114,EBIX
5115,EBIXFOREX.NS
5116,EBK.DE
5117,EBMT
5118,EBO.AX
5119,EBO.DE
5120,EBON
5121,EBQ.L
5122,EBR
5123,EBR-B
5124,EBS
5125,EBSB
5126,EBTC
5127,EC
5128,ECA
5129,ECAC
5130,ECACR
5131,ECACU
5132,ECASA.PA
5133,ECEL.L
5134,ECF
5135,ECF.AX
5136,ECF.DE
5137,ECG.AX
5138,ECHO
5139,ECHO.L
5140,ECIA
5141,ECK.DE
5142,ECK.L
5143,ECL
5144,ECL.AX
5145,ECLERX.NS
5146,ECM.L
5147,ECMT
5148,ECN.TO
5149,ECOL
5150,ECO.L
5151,ECOLW
5152,ECOM
5153,ECOM++++++++++
5154,ECONB.BR
5155,ECOR
5156,ECO.TO
5157,EC.PA
5158,ECP.AX
5159,ECPG
5160,ECP.PA
5161,ECRD
5162,ECR.L
5163,ECRP
5164,ECS.AX
5165,ECSC.L
5166,ECT
5167,ECT.AS
5168,ECT.AX
5169,ECTE
5170,ECX.AX
5171,ECX.DE
5172,ECYT
5173,ED
5174,ED1.AX
5175,ED4.DE
5176,EDAP
5177,EDC.AX
5178,EDD
5179,EDE
5180,EDE.AX
5181,EDELWEISS.NS
5182,EDEN.L
5183,EDEN.PA
5184,EDF
5185,EDF.PA
5186,EDGE
5187,EDGH.L
5188,EDGW
5189,EDHN.SW
5190,EDIN.L
5191,EDI.PA
5192,EDIT
5193,EDL.DE
5194,EDL.L
5195,EDL.NS
5196,EDN
5197,EDNT
5198,EDP.LS
5199,EDPR.LS
5200,EDR
5201,EDR.L
5202,EDR.TO
5203,EDRY
5204,EDSA
5205,EDTK
5206,EDT.TO
5207,EDTX
5208,EDU
5209,EDUC
5210,EDUCOMP.NS
5211,EDV.TO
5212,EE
5213,EEE.L
5214,EEFT
5215,EEG.AX
5216,EEI
5217,EEII.SW
5218,EEM.PA
5219,EEP
5220,EEQ
5221,EER.AX
5222,EEX
5223,EFBI
5224,EFC
5225,EFC-PA
5226,EFE.AX
5227,EFF
5228,EFF.DE
5229,EFG
5230,EFGD.L
5231,EFGN.SW
5232,EFH.TO
5233,EFID.L
5234,EFII
5235,EFI.PA
5236,EFL.TO
5237,EFM
5238,EFN.TO
5239,EFOI
5240,EFR.TO
5241,EFSC
5242,EFSH
5243,EFSI
5244,EFV
5245,EFX
5246,EFX.TO
5247,EG7.IR
5248,EGAN
5249,EGAS
5250,EGBN
5251,EGD.AX
5252,EGF.AX
5253,EGG.AX
5254,EGH.AX
5255,EGHT
5256,EGL
5257,EGL.AX
5258,EGLE
5259,EGL.L
5260,EGL.LS
5261,EGLX.TO
5262,EGN
5263,EGN.AX
5264,EGO
5265,EGOV
5266,EGP
5267,EGR.AX
5268,EGRX
5269,EGT
5270,EGY
5271,EGY.AX
5272,EGY.L
5273,EH
5274,EHC
5275,EHE.AX
5276,EHH.AX
5277,EHL.AX
5278,EHTH
5279,EHVVF
5280,EHX.AX
5281,EIC
5282,EICHERMOT.NS
5283,EIDPARRY.NS
5284,EIDX
5285,EIFF.PA
5286,EIF.TO
5287,EIG
5288,EIGI
5289,EIGR
5290,EIHAHOTELS.NS
5291,EIHOTEL.NS
5292,EIM
5293,EIMCOELECO.NS
5294,EIN3.DE
5295,EIOF.OL
5296,EI.SW
5297,EIX
5298,EJFI.L
5299,EJT1.DE
5300,EKC.NS
5301,EKF.L
5302,EKI.PA
5303,EKKH
5304,EKSO
5305,EKT.DE
5306,EL
5307,ELA
5308,ELABS.OL
5309,ELAN
5310,ELAT
5311,ELB.DE
5312,ELCO.L
5313,ELCQ
5314,ELD.AX
5315,ELD.TO
5316,ELEC
5317,ELECON.NS
5318,ELEC.PA
5319,ELECTCAST.NS
5320,ELECTHERM.NS
5321,ELECU
5322,ELEF.TO
5323,ELE.OL
5324,ELF
5325,ELF.TO
5326,ELG.DE
5327,ELGIEQUIP.NS
5328,ELGIRUBCO.NS
5329,ELGX
5330,ELGXQ
5331,ELI.BR
5332,ELIMP.OL
5333,ELIOR.PA
5334,ELIS.PA
5335,ELJ
5336,ELK.OL
5337,ELLA.L
5338,ELLI
5339,ELLO
5340,ELMD
5341,ELM.L
5342,ELMN.SW
5343,ELNK
5344,ELO.AX
5345,ELON
5346,ELOP.OL
5347,ELOX
5348,EL.PA
5349,ELPVY
5350,ELRC
5351,ELRE
5352,ELR.TO
5353,ELS
5354,ELSA.L
5355,ELS.AX
5356,ELSE
5357,ELST
5358,ELTA.L
5359,ELT.AX
5360,ELTK
5361,ELTP
5362,ELTZ.ME
5363,ELU
5364,ELVG
5365,ELVT
5366,ELY
5367,EM1.AX
5368,EM2.AX
5369,EMAMILTD.NS
5370,EMAMIREAL.NS
5371,EMAN
5372,EMAN.L
5373,EMA.TO
5374,EMBASSY.NS
5375,EMB.AX
5376,EMBI
5377,EMC
5378,EMCF
5379,EMCI
5380,EMCO.NS
5381,EMD
5382,EMD.AX
5383,EME
5384,EME.AX
5385,EME.L
5386,EMES
5387,EMF
5388,EMGC
5389,EMG.L
5390,EMG.PA
5391,EMGS.OL
5392,EMH.L
5393,EMHTF
5394,EMIS.L
5395,EMITF
5396,EMKAY.NS
5397,EMKR
5398,EML
5399,EML.AX
5400,EML.L
5401,EMMA
5402,EMMAW
5403,EMMBI.NS
5404,EMMN.SW
5405,EMMS
5406,EMMSP
5407,EMMSV
5408,EMN
5409,EMO
5410,EMP
5411,EMP.AX
5412,EMPR
5413,EMPRD
5414,EMQ
5415,EMR
5416,EMR.AX
5417,EMRD
5418,EMR.L
5419,EMR.SW
5420,EMSN.SW
5421,EMT.AX
5422,EMU.AX
5423,EMV.AX
5424,EMX
5425,EMYB
5426,EMZ
5427,EN1.AX
5428,ENA.AX
5429,ENB
5430,ENBA
5431,ENB.AX
5432,ENBL
5433,ENBP
5434,ENB.TO
5435,ENDP
5436,ENDURANCE.NS
5437,ENDUR.OL
5438,ENDV
5439,ENE.AX
5440,ENERGYDEV.NS
5441,ENET.L
5442,ENFC
5443,ENG
5444,ENGB.BR
5445,ENGH.TO
5446,ENGI.L
5447,ENGINERSIN.NS
5448,ENGI.PA
5449,ENH
5450,ENIA
5451,ENIC
5452,ENI.DE
5453,ENIL.NS
5454,ENJ
5455,ENLC
5456,ENL.DE
5457,ENLK
5458,ENLV
5459,ENN.AX
5460,ENO
5461,ENOB
5462,ENOC
5463,ENOG.L
5464,EN.PA
5465,ENPH
5466,ENPL.L
5467,ENQ.L
5468,ENR
5469,ENR.AX
5470,ENR.DE
5471,ENR-PA
5472,ENRT
5473,ENRU.ME
5474,ENS
5475,ENSG
5476,ENSGV
5477,ENS.TO
5478,ENSV
5479,EN.SW
5480,ENT
5481,ENTA
5482,ENT.AX
5483,ENTG
5484,ENTI
5485,ENTL
5486,ENTRA.OL
5487,ENT.TO
5488,ENTX
5489,ENV
5490,ENVA
5491,ENV.AX
5492,ENVI.AS
5493,ENVIU
5494,ENW.L
5495,ENX.AX
5496,ENX.PA
5497,ENZ
5498,ENZN
5499,EOAN.DE
5500,EOAN.SW
5501,EOCCY
5502,EOF.AX
5503,EOG
5504,EOG.L
5505,EOI
5506,EOL.AX
5507,EOLS
5508,EON.NS
5509,EO.PA
5510,EOS
5511,EOS.AX
5512,EOSEW
5513,EOSI.PA
5514,EOS.PA
5515,EOSS
5516,EOT
5517,EOT.DE
5518,EOX
5519,EOX.TO
5520,EPAC
5521,EPAM
5522,EPAY
5523,EPC
5524,EPD
5525,EPD.AX
5526,EPEGQ
5527,EPGG
5528,EPG.L
5529,EPH.SW
5530,EPIC.L
5531,EPIQ
5532,EPIX
5533,EPM
5534,EPM.AX
5535,EP-PC
5536,EPR
5537,EPR.OL
5538,EPRS
5539,EPRT
5540,EPSN
5541,EPS.PA
5542,EPWCF
5543,EPWN.L
5544,EPZM
5545,EQ
5546,EQBK
5547,EQB.TO
5548,EQC
5549,EQCO
5550,EQC-PD
5551,EQD
5552,EQE.AX
5553,EQFN
5554,EQGP
5555,EQH
5556,EQH-PA
5557,EQH-PC
5558,EQIX
5559,EQLS.L
5560,EQM
5561,EQN.L
5562,EQNR
5563,EQNR.OL
5564,EQR
5565,EQS
5566,EQS.DE
5567,EQT
5568,EQT.AX
5569,EQT.L
5570,EQUITAS.NS
5571,EQUR
5572,EQX
5573,EQX.AX
5574,EQX.TO
5575,EQY
5576,ERA
5577,ERA.AX
5578,ERA.PA
5579,ERCB.DE
5580,ERD.TO
5581,ERESU
5582,ERF
5583,ERF.AX
5584,ERF.PA
5585,ERF.SW
5586,ERF.TO
5587,ERG.AX
5588,ERGO.L
5589,ERI
5590,ERIC
5591,ERIE
5592,ERII
5593,ERIS.L
5594,ERIS.NS
5595,ERJ
5596,ERKH
5597,ERL.AX
5598,ERLFF
5599,ERM.AX
5600,ERM.L
5601,ERN
5602,ERO1.DE
5603,EROS
5604,EROSMEDIA.NS
5605,ERO.TO
5606,ERRAF
5607,ERS
5608,ERT.DE
5609,ER.TO
5610,ERWE.DE
5611,ERX.AX
5612,ERYP
5613,ERYP.PA
5614,ES
5615,ESA
5616,ESABINDIA.NS
5617,ESBA
5618,ESBK
5619,ESCA
5620,ESCC
5621,ESC.L
5622,ESCORTS.NS
5623,ESCU
5624,ESE
5625,ESEA
5626,ESEAV
5627,ESE.AX
5628,ESES
5629,ESGR
5630,ESGRO
5631,ESH.AX
5632,ESI
5633,ESIO
5634,ESI.PA
5635,ESI.TO
5636,ESK.AX
5637,ESL
5638,ESL.AX
5639,ESL.L
5640,ESLT
5641,ESMC
5642,ESM.TO
5643,ESNC
5644,ESND
