,0
1322,PBSK
1323,PBY
1324,PCBK
1325,PCE1.DE
1326,PCGH.L
1327,PCI
1328,PCL
1329,PCMI
1330,PCOK
1331,PCP
1332,PCPL-UN
1333,PCPL-WT
1334,PDEXD
1335,PDI
1336,PDLI
1337,PDP
1338,PE
1339,PE1.AX
1340,PECK
1341,PECKW
1342,PEER
1343,PEGI
1344,PEIX
1345,PEL.AX
1346,PEMV.L
1347,PENC
1348,PER
1349,PERF
1350,PERY
1351,PES
1352,PESXQ
1353,PETB.L
1354,PETVD
1355,PETX
1356,PEY
1357,PEZ
1358,PF
1359,PFE
1360,PFF
1361,PFH
1362,PFI
1363,PFM
1364,PFNX
1365,PFSWD
1366,PGEM
1367,PGF.AX
1368,PGI.AX
1369,PGIT.L
1370,PGJ
1371,PGLC
1372,PGND
1373,PGNX
1374,PGR.AX
1375,PGX.AX
1376,PH6.DE
1377,PHA
1378,PHGE+
1379,PHGE-UN
1380,PHGE-WT
1381,PHH
1382,PHII
1383,PHIIK
1384,PHO
1385,PHOR.L
1386,PHPG
1387,PHUNW
1388,PHYS
1389,PHYS.TO
1390,PIC
1391,PIC-WT
1392,PICO
1393,PID
1394,PIH
1395,PIHPP
1396,PIN.AX
1397,PIO.AX
1398,PIPP-UN
1399,PIR
1400,PIRE
1401,PIY
1402,PJC
1403,PKD
1404,PKO
1405,PKY
1406,PL.TO
1407,PLC.AX
1408,PLCM
1409,PLKI
1410,PLPM
1411,PLPRB
1412,PLT.OL
1413,PLTM
1414,PLTR
1415,PLUGD
1416,PLYM-A
1417,PM1.AX
1418,PM8.AX
1419,PMAG.DE
1420,PMAG.SW
1421,PMC
1422,PMC.AX
1423,PMCB
1424,PMCS
1425,PMTA.DE
1426,PMY.AX
1427,PNC-PP
1428,PNC-PQ
1429,PNCPQ
1430,PNHT
1431,PNK
1432,PNNTG
1433,PNRA
1434,PNTA
1435,PNW.AX
1436,PNX
1437,PNY
1438,POH1.DE
1439,POL
1440,POM
1441,PONY.TO
1442,POPE
1443,POTGD
1444,POU.TO
1445,POW.AX
1446,POW.L
1447,POWL
1448,POWR
1449,POZN
1450,PPAP.NS
1451,PPBI
1452,PPBN
1453,PPCBD
1454,PPLN
1455,PPLT
1456,PPS
1457,PPX
1458,PRAKASH.NS
1459,PRAKASHSTL.NS
1460,PRAX
1461,PRCP
1462,PRE
1463,PRE-PF
1464,PREX
1465,PRICOLLTD.NS
1466,PRIM
1467,PRNB
1468,PRO.AX
1469,PROTCT.OL
1470,PRPLW
1471,PRS
1472,PRSC
1473,PRSN
1474,PRSS
1475,PRTHU
1476,PRTO
1477,PRTY
1478,PRU
1479,PRU.AX
1480,PRVL
1481,PRXI
1482,PRXL
1483,PRY
1484,PRZ.AX
1485,PSA-PX
1486,PSAC
1487,PSACU
1488,PSAPV
1489,PSC.AX
1490,PSD
1491,PSDL.L
1492,PSDO
1493,PSK.TO
1494,PSL
1495,PSL.AX
1496,PSLV.TO
1497,PSPN.SW
1498,PSPPROJECT.NS
1499,PSSL.L
1500,PSTB
1501,PSTH
1502,PSTH-WT
1503,PSTVZ
1504,PSUN
1505,PSV
1506,PSZ.AX
1507,PTAC
1508,PTACW
1509,PTF
1510,PTGED
1511,PTGEF
1512,PTH
1513,PTI
1514,PTIE
1515,PTK-WT
1516,PTLA
1517,PTMN
1518,PTSC
1519,PTSCE
1520,PTXP
1521,PU13.L
1522,PUB
1523,PUI
1524,PULB
1525,PVCS.L
1526,PVCTW
1527,PVG.L
1528,PVTB
1529,PVTBP
1530,PVTD
1531,PVTL
1532,PWX
1533,PX
1534,PXI
1535,PXLWD
1536,PXMD
1537,PYX
1538,PYXSQ
1539,PYZ
1540,QB7.DE
1541,QDM
1542,QES
1543,QHC
1544,QLGC
1545,QLIK
1546,QMM
1547,QPR.AX
1548,QPWR
1549,QPWRD
1550,QQQX
1551,QRI.AX
1552,QS-WT
1553,QSC.DE
1554,QTNTW
1555,QTWW
1556,QTX.L
1557,QTXB
1558,QUIZ.L
1559,QUMU
1560,QUTR
1561,QUTRD
1562,QVCC
1563,QVCD
1564,R4E.L
1565,RA
1566,RAACU
1567,RAI
1568,RARX
1569,RATE
1570,RAX
1571,RBAC
1572,RBG.L
1573,RBGP.L
1574,RBPAA
1575,RBS
1576,RBX.AX
1577,RBZ
1578,RCCC
1579,RCG
1580,RCH.L
1581,RCI
1582,RCII
1583,RCKT
1584,RCOI.L
1585,RCP
1586,RDC
1587,RDC.AX
1588,RDEB.DE
1589,RDEN
1590,RDGC
1591,RDL.L
1592,RDL.TO
1593,RDMR
1594,RDO.DE
1595,RDVTV
1596,RE1.AX
1597,REAL.TO
1598,REAT.L
1599,REC.OL
1600,RECN
1601,REE.AX
1602,REIS
1603,RELY
1604,REN
1605,RENT
1606,REPHV
